date,itemName,mealTime,vegan,vegetarian,smartChoice,local,organic,madeWithoutGluten,halal,location
21,JP's GF Vegan Chocolate Cupcake,0,1,1,0,0,0,1,0,Chase
21,JP's Gluten-Free Blueberry Muffins,0,0,0,0,0,0,1,0,Chase
21,JP's Key Lime Cheesecake Bar,0,0,1,0,0,0,1,0,Chase
21,Katz Powdered Donut Holes,0,0,1,0,0,0,1,0,Chase
21,Katz Cinnamon Donut Hole,0,0,1,0,0,0,1,0,Chase
21,Katz Glazed Donut Holes,0,0,1,0,0,0,1,0,Chase
21,Katz Oatmeal Creme Pie,0,0,1,0,0,0,1,0,Chase
21,Kinnikinnick Birthday Cream Sandwich Cookie,0,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Mint Magic Sandwich Creme Cookies,0,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Cinnabun Fun Sandwich Creme Cookies,0,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Chocolate Sandwich Creme Cookies,0,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Cinnamon Sugar Donuts,0,0,1,0,0,0,1,0,Chase
21,Kinnikinnick Vanilla Glazed Donuts,0,0,1,0,0,0,1,0,Chase
21,O'Doughs Original Bagel,0,1,1,0,0,0,1,0,Chase
21,O'doughs Everything Bagel,0,1,1,0,0,0,1,0,Chase
21,O'Doughs Pumpernickel Bagel,0,1,1,0,0,0,1,0,Chase
21,O'Doughs Original Sandwich Slices,0,1,1,0,0,0,1,0,Chase
21,O'Doughs Multigrain Sandwich Slices,0,1,1,0,0,0,1,0,Chase
21,Apple Jacks,0,0,1,0,0,0,0,0,Chase
21,Cinnamon Toast Crunch,0,0,1,0,0,0,0,0,Chase
21,Frosted Flakes,0,0,1,0,0,0,0,0,Chase
21,Cocoa Puffs,0,0,1,0,0,0,0,0,Chase
21,Lucky Charms,0,0,0,0,0,0,0,0,Chase
21,Krave Chocolate Cereal,0,0,1,0,0,0,0,0,Chase
21,Cheerios,0,0,1,1,0,0,1,0,Chase
21,Raisin Bran,0,0,1,0,0,0,0,0,Chase
21,Froot Loops,0,0,1,0,0,0,0,0,Chase
21,Oats and Honey Granola,0,0,1,0,0,0,0,0,Chase
21,Ketchup,0,1,1,0,0,0,1,0,Chase
21,Oil and Vinegar,0,1,1,1,0,0,1,0,Chase
21,Strawberry Jelly,0,1,1,0,0,0,1,0,Chase
21,Strawberry Cream Cheese,0,0,1,0,0,0,1,0,Chase
21,Yellow Mustard,0,1,1,1,0,0,1,0,Chase
21,Original Creamer,0,0,1,0,0,0,1,0,Chase
21,French Vanilla Creamer,0,0,1,0,0,0,1,0,Chase
21,Hazelnut Creamer,0,0,1,0,0,0,1,0,Chase
21,Vegetable Cream Cheese,0,0,1,0,0,0,1,0,Chase
21,Creamy Peanut Butter,0,1,1,0,0,0,1,0,Chase
21,Texas Pete Hot Sauce,0,1,1,1,0,0,1,0,Chase
21,Sriracha Sauce,0,1,1,0,0,0,1,0,Chase
21,Ranch,0,0,1,0,0,0,1,0,Chase
21,Grape Jelly,0,1,1,0,0,0,1,0,Chase
21,Plain Cream Cheese Spread,0,0,1,0,0,0,1,0,Chase
21,Margarine,0,1,1,0,0,0,1,0,Chase
21,Plain Bagel,0,0,1,0,0,0,0,0,Chase
21,Everything Bagel,0,0,1,0,0,0,0,0,Chase
21,Blueberry Bagel,0,0,1,0,0,0,0,0,Chase
21,Cheese Bagel,0,0,1,0,0,0,0,0,Chase
21,Multigrain Bagel,0,1,1,0,0,0,0,0,Chase
21,Rye Bread Slice,0,1,1,0,0,0,0,0,Chase
21,Multigrain Bread,0,0,1,0,0,0,0,0,Chase
21,Wheat Bread Slice,0,1,1,1,0,0,0,0,Chase
21,Kaiser Roll,0,0,1,0,0,0,0,0,Chase
21,Hoagie Roll,0,0,1,0,0,0,0,0,Chase
21,100% Cranberry Juice,0,1,1,0,0,0,1,0,Chase
21,Seasonal Hot Cocoa,0,0,1,0,0,0,1,0,Chase
21,Seasonal Apple Cider,0,1,1,0,1,0,1,0,Chase
21,Maola Whole Milk,0,0,1,0,0,0,1,0,Chase
21,Maola 2% Reduced Fat Milk,0,0,1,0,0,0,1,0,Chase
21,Maola Skim Milk,0,0,1,0,0,0,1,0,Chase
21,Maola 1% Chocolate Milk,0,0,1,0,0,0,1,0,Chase
21,100% Apple Juice,0,1,1,0,0,0,1,0,Chase
21,100% Orange Juice,0,1,1,1,0,0,1,0,Chase
21,Strawberry Kiwi Juice,0,1,1,0,0,0,1,0,Chase
21,Larry's Coffee,0,1,1,1,1,1,1,0,Chase
21,Larry's Decaf Coffee,0,1,1,1,1,1,1,0,Chase
21,Southern Unsweet Tea,0,1,1,0,0,0,0,0,Chase
21,Southern Sweet Tea,0,1,1,0,0,0,0,0,Chase
21,Chocolate Soymilk,0,1,1,1,0,0,1,0,Chase
21,Vanilla Soymilk,0,1,1,1,0,0,1,0,Chase
21,Dr. Pepper,0,1,1,0,0,0,1,0,Chase
21,Diet Dr. Pepper,0,1,1,0,0,0,1,0,Chase
21,Root Beer,0,1,1,0,0,0,1,0,Chase
21,Sunkist Orange,0,1,1,0,0,0,1,0,Chase
21,Sierra Mist,0,1,1,0,0,0,1,0,Chase
21,Tropicana Lemonade,0,1,1,0,0,0,1,0,Chase
21,Tropicana Fruit Punch,0,1,1,0,0,0,1,0,Chase
21,Mountain Dew,0,1,1,0,0,0,1,0,Chase
21,Diet Mountain Dew,0,1,1,0,0,0,1,0,Chase
21,SoBe Lifewater Pomegranate,0,1,1,0,0,0,0,0,Chase
21,Brisk Green Tea Peach,0,1,1,0,0,0,0,0,Chase
21,Cheerwine,0,1,1,0,0,0,1,0,Chase
21,Diet Pepsi,0,1,1,0,0,0,1,0,Chase
21,Pepsi,0,1,1,0,0,0,1,0,Chase
21,Gatorade Fruit Punch,0,1,1,0,0,0,1,0,Chase
21,Gatorade Orange,0,1,1,0,0,0,0,0,Chase
21,Waffle Bar,1,0,1,0,0,0,0,0,Chase
21,Mini Grasshopper Cupcake,1,1,1,0,0,0,0,0,Chase
21,Peanut Butter Chocolate Chip Cookies,1,0,1,0,0,0,1,0,Chase
21,Upside-Down Pineapple Coconut Cake,1,0,1,0,0,0,0,0,Chase
21,Lemon Hibiscus Cupcake,1,0,1,0,0,0,0,0,Chase
21,Vanilla Soft Serve Ice Cream,1,0,1,0,0,0,1,0,Chase
21,Chocolate Soft Serve Ice Cream,1,0,1,0,0,0,1,0,Chase
21,Assorted Cookies,1,0,1,0,0,0,0,0,Chase
21,Fudge Brownie,1,0,1,0,0,0,0,0,Chase
21,Rice Krispie Treats,1,0,0,0,0,0,0,0,Chase
21,Cajun Chicken Breast ,1,0,0,1,1,0,1,1,Chase
21,Roasted Squash,1,1,1,1,0,0,1,0,Chase
21,Brown Rice,1,1,1,1,0,0,1,0,Chase
21,Lima Beans,1,1,1,1,0,0,1,0,Chase
21,Seasoned Ground Beef Taco,1,0,0,0,0,0,0,0,Chase
21,Seasoned Black Beans,1,1,1,1,0,0,1,0,Chase
21,Simply Roasted Green Chili Corn,1,1,1,1,0,0,1,0,Chase
21,White Rice,1,1,1,1,0,0,1,0,Chase
21,Jalapeno Cabbage Slaw,1,1,1,1,0,0,1,0,Chase
21,Local Grass-fed Burger Patties,1,0,0,0,1,0,1,0,Chase
21,Black Bean Burger Patty,1,0,1,1,0,0,0,0,Chase
21,Garden Burger Patty,1,0,1,1,0,0,0,0,Chase
21,Shoestring Fries,1,1,1,0,0,0,0,0,Chase
21,Udi's Gluten-Free Hamburger Bun,1,0,1,0,0,0,1,0,Chase
21,Hamburger Bun,1,1,1,0,0,0,0,0,Chase
21,Iceberg Lettuce,1,1,1,1,1,0,1,0,Chase
21,Sliced Dill Pickles ,1,1,1,1,0,0,1,0,Chase
21,Heirloom Tomatoes,1,1,1,1,0,0,1,0,Chase
21,Vegan Cheddar Cheese,1,1,1,0,0,0,0,0,Chase
21,Sliced Yellow American Cheese,1,0,1,0,0,0,1,0,Chase
21,Mac and Cheese Buffalo Chik'n Bowl,1,1,1,0,0,0,0,0,Chase
21,Simply Roasted Zucchini,1,1,1,1,0,0,1,0,Chase
21,Frozen Strawberries,1,1,1,1,0,0,1,0,Chase
21,100% Apple Juice,1,1,1,0,0,0,1,0,Chase
21,100% Orange Juice,1,1,1,1,0,0,1,0,Chase
21,Peaches,1,1,1,1,0,0,1,0,Chase
21,Vanilla Greek Yogurt,1,0,1,0,0,0,1,0,Chase
21,Blueberries,1,1,1,1,0,0,1,0,Chase
21,Sliced Bananas,1,1,1,1,0,0,1,0,Chase
21,Frozen Pineapple Cubes,1,1,1,1,0,0,1,0,Chase
21,Frozen Mango ,1,1,1,1,0,0,1,0,Chase
21,Spinach,1,1,1,1,0,0,1,0,Chase
21,Broccoli and Beef Stir- Fry,1,0,0,0,0,0,0,0,Chase
21,Greek Pizza,1,0,1,0,0,0,0,0,Chase
21,Sweet Thai Chicken Pizza,1,0,0,0,0,0,0,0,Chase
21,Vegan Cheese Pizza,1,1,1,0,0,0,0,0,Chase
21,Classic Pepperoni Pizza,1,0,0,0,0,0,0,0,Chase
21,Cheese Bread ,1,0,1,0,0,0,0,0,Chase
21,Classic Cheese Pizza,1,0,1,0,0,0,0,0,Chase
21,Spicy Tuna Roll,1,0,0,0,0,0,0,0,Chase
21,Spicy Avocado Roll,1,0,1,1,0,0,0,0,Chase
21,Soy Sauce,1,1,1,0,0,0,0,0,Chase
21,Sriracha Mayonnaise,1,0,1,0,0,0,1,0,Chase
21,Alfredo Sauce,1,0,1,0,0,0,1,0,Chase
21,Marinara Sauce ,1,1,1,1,0,0,1,0,Chase
21,Penne Pasta,1,1,1,0,0,0,0,0,Chase
21,Roasted Red Pepper Pasta Alfredo,1,0,1,0,0,0,0,0,Chase
21,Red Skin Potato Salad,1,0,1,0,0,0,1,0,Chase
21,Classic Macaroni Salad,1,0,1,0,0,0,0,0,Chase
21,Italian Lentil Salad,1,1,1,0,0,0,1,0,Chase
21,Turkey Chili ,1,0,0,1,0,0,1,0,Chase
21,White Bean and Pepper Stew,1,1,1,0,0,0,1,0,Chase
21,Red Skin Potato Salad,1,0,1,0,0,0,1,0,Chase
21,Classic Macaroni Salad,1,0,1,0,0,0,0,0,Chase
21,Italian Lentil Salad,1,1,1,0,0,0,1,0,Chase
21,White Bread ,1,1,1,0,0,0,0,0,Chase
21,Udi's Multigrain Bread,1,0,1,0,0,0,1,0,Chase
21,Udi's White Bread,1,0,1,0,0,0,1,0,Chase
21,Multigrain Bread,1,1,1,1,0,0,0,0,Chase
21,Wheat Bread Slice,1,1,1,1,0,0,0,0,Chase
21,Sourdough ,1,0,1,0,0,0,0,0,Chase
21,Hoagie Roll,1,0,1,0,0,0,0,0,Chase
21,12' Assorted Wraps,1,1,1,0,0,0,0,0,Chase
21,Vegan American Sliced Cheese,1,1,1,0,0,0,1,0,Chase
21,Sliced Ham,1,0,0,0,0,0,1,0,Chase
21,Sliced Roast Beef,1,0,0,0,0,0,1,0,Chase
21,Sliced Turkey,1,0,0,1,0,0,1,0,Chase
21,Sliced Salami,1,0,0,0,0,0,1,0,Chase
21,Chunky Chicken Salad,1,0,0,0,0,0,1,0,Chase
21,Tuna Salad,1,0,0,0,0,0,1,0,Chase
21,Grilled Chicken Breast,1,0,0,0,0,0,1,0,Chase
21,Sliced Red Onion,1,1,1,1,0,0,1,0,Chase
21,Heirloom Tomatoes,1,1,1,1,0,0,1,0,Chase
21,Sliced Yellow American Cheese,1,0,1,0,0,0,1,0,Chase
21,Sliced Pepper Jack Cheese,1,0,1,0,0,0,1,0,Chase
21,Swiss Cheese,1,0,1,0,0,0,1,0,Chase
21,Sliced Cheddar Cheese,1,0,1,0,0,0,1,0,Chase
21,Black Olives,1,1,1,1,0,0,1,0,Chase
21,Lettuce,1,1,1,1,1,0,1,0,Chase
21,Sliced Dill Pickles ,1,1,1,1,0,0,1,0,Chase
21,Banana Peppers,1,1,1,1,0,0,1,0,Chase
21,Jalapeno Peppers,1,1,1,1,0,0,1,0,Chase
21,Honey Chipotle Sauce,1,0,1,0,0,0,1,0,Chase
21,Sriracha Mayonnaise,1,0,1,0,0,0,1,0,Chase
21,Chipotle Mayonnaise,1,0,1,0,0,0,1,0,Chase
21,Mayonnaise,1,0,1,0,0,0,1,0,Chase
21,Yellow Mustard,1,1,1,1,0,0,1,0,Chase
21,Spicy Brown Mustard,1,1,1,1,0,0,1,0,Chase
21,Oil and Vinegar,1,1,1,1,0,0,1,0,Chase
21,Nut-Free Pesto Sauce,1,0,1,0,0,0,1,0,Chase
21,Strawberries,1,1,1,1,0,0,1,0,Chase
21,Lite Italian Dressing,1,1,1,0,0,0,1,0,Chase
21,Thousand Island Dressing,1,0,1,0,0,0,1,0,Chase
21,Kidney Beans,1,1,1,1,0,0,1,0,Chase
21,Low Fat Cottage Cheese,1,0,1,1,0,0,1,0,Chase
21,Diced Chicken,1,0,0,1,0,0,0,0,Chase
21,Vanilla Yogurt,1,0,1,1,0,0,1,0,Chase
21,Oil and Vinegar,1,1,1,1,0,0,1,0,Chase
21,Strawberry Yogurt,1,0,1,1,0,0,1,0,Chase
21,Applesauce,1,1,1,1,0,0,1,0,Chase
21,Kiwi,1,1,1,1,0,0,1,0,Chase
21,Blueberries,1,1,1,1,0,0,1,0,Chase
21,Strawberries,1,1,1,1,0,0,1,0,Chase
21,Grapes,1,1,1,1,0,0,1,0,Chase
21,Pineapple,1,1,1,1,0,0,1,0,Chase
21,Honey Dew,1,1,1,1,0,0,1,0,Chase
21,Cantaloupe,1,1,1,1,0,0,1,0,Chase
21,Raisins,1,1,1,1,0,0,1,0,Chase
21,Hummus,1,1,1,1,0,0,1,0,Chase
21,Feta Cheese,1,0,1,0,0,0,1,0,Chase
21,Cheddar Cheese,1,0,1,0,0,0,1,0,Chase
21,Diced Tofu,1,1,1,1,1,0,1,0,Chase
21,Quinoa,1,1,1,1,0,0,1,0,Chase
21,Black Beans,1,1,1,1,0,0,1,0,Chase
21,Garbanzo Beans,1,1,1,1,0,0,1,0,Chase
21,Hard Boiled Eggs,1,0,1,0,0,0,0,0,Chase
21,Bacon Bits,1,0,0,0,0,0,1,0,Chase
21,Green Peppers,1,1,1,1,0,0,1,0,Chase
21,Beets,1,1,1,1,0,0,1,0,Chase
21,Sliced Red Onion,1,1,1,1,0,0,1,0,Chase
21,Shredded Carrots,1,1,1,1,0,0,1,0,Chase
21,Sliced Cucumber,1,1,1,1,0,0,1,0,Chase
21,Grape Tomatoes,1,1,1,1,0,0,1,0,Chase
21,Black Olives,1,1,1,1,0,0,1,0,Chase
21,Spring Salad Mix,1,1,1,1,1,0,1,0,Chase
21,Baby Spinach,1,1,1,1,0,0,1,0,Chase
21,Iceberg Lettuce,1,1,1,1,0,0,1,0,Chase
21,Croutons,1,0,1,0,0,0,0,0,Chase
21,Sunflower Seeds,1,1,1,1,0,0,1,0,Chase
21,Craisins,1,1,1,1,0,0,1,0,Chase
21,Ranch Dressing,1,0,1,0,0,0,1,0,Chase
21,Fat-Free Italian Dressing,1,1,1,0,0,0,1,0,Chase
21,Fat-Free French Dressing,1,1,1,0,0,0,1,0,Chase
21,Balsamic Vinaigrette,1,1,1,0,0,0,1,0,Chase
21,Honey Mustard Dressing,1,0,1,0,0,0,1,0,Chase
21,Blue Cheese Dressing,1,0,1,0,0,0,1,0,Chase
21,Caesar Dressing,1,0,0,0,0,0,1,0,Chase
21,Schar Ciabatta Roll,1,1,1,0,0,0,1,0,Chase
21,JP's Brownie,1,1,1,0,0,0,1,0,Chase
21,JP's GF Hawaiian Rolls,1,0,1,0,0,0,1,0,Chase
21,JP's GF Vegan Chocolate Cupcake,1,1,1,0,0,0,1,0,Chase
21,JP's Gluten-Free Blueberry Muffins,1,0,0,0,0,0,1,0,Chase
21,JP's Key Lime Cheesecake Bar,1,0,1,0,0,0,1,0,Chase
21,Katz Powdered Donut Holes,1,0,1,0,0,0,1,0,Chase
21,Katz Cinnamon Donut Hole,1,0,1,0,0,0,1,0,Chase
21,Katz Glazed Donut Holes,1,0,1,0,0,0,1,0,Chase
21,Katz Oatmeal Creme Pie,1,0,1,0,0,0,1,0,Chase
21,Kinnikinnick Birthday Cream Sandwich Cookie,1,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Mint Magic Sandwich Creme Cookies,1,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Cinnabun Fun Sandwich Creme Cookies,1,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Chocolate Sandwich Creme Cookies,1,1,1,0,0,0,1,0,Chase
21,Kinnikinnick Cinnamon Sugar Donuts,1,0,1,0,0,0,1,0,Chase
21,Kinnikinnick Vanilla Glazed Donuts,1,0,1,0,0,0,1,0,Chase
21,O'Doughs Original Bagel,1,1,1,0,0,0,1,0,Chase
21,O'doughs Everything Bagel,1,1,1,0,0,0,1,0,Chase
21,O'Doughs Pumpernickel Bagel,1,1,1,0,0,0,1,0,Chase
21,O'Doughs Original Sandwich Slices,1,1,1,0,0,0,1,0,Chase
21,O'Doughs Multigrain Sandwich Slices,1,1,1,0,0,0,1,0,Chase
21,Apple Jacks,1,0,1,0,0,0,0,0,Chase
21,Cinnamon Toast Crunch,1,0,1,0,0,0,0,0,Chase
21,Frosted Flakes,1,0,1,0,0,0,0,0,Chase
21,Cocoa Puffs,1,0,1,0,0,0,0,0,Chase
21,Lucky Charms,1,0,0,0,0,0,0,0,Chase
21,Krave Chocolate Cereal,1,0,1,0,0,0,0,0,Chase
21,Cheerios,1,0,1,1,0,0,1,0,Chase
21,Raisin Bran,1,0,1,0,0,0,0,0,Chase
21,Froot Loops,1,0,1,0,0,0,0,0,Chase
21,Oats and Honey Granola,1,0,1,0,0,0,0,0,Chase
21,Ranch,1,0,1,0,0,0,1,0,Chase
21,Ketchup,1,1,1,0,0,0,1,0,Chase
21,BBQ Sauce,1,1,1,0,0,0,1,0,Chase
21,Sriracha Sauce,1,1,1,0,0,0,1,0,Chase
21,Texas Pete Hot Sauce,1,1,1,1,0,0,1,0,Chase
21,Mayonnaise,1,0,1,0,0,0,1,0,Chase
21,Yellow Mustard,1,1,1,1,0,0,1,0,Chase
21,Vegetable Cream Cheese,1,0,1,0,0,0,1,0,Chase
21,Margarine,1,1,1,0,0,0,1,0,Chase
21,Oil and Vinegar,1,1,1,1,0,0,1,0,Chase
21,Tabasco Hot Sauce,1,1,1,1,0,0,1,0,Chase
21,Grape Jelly,1,1,1,0,0,0,1,0,Chase
21,Strawberry Jelly,1,1,1,0,0,0,1,0,Chase
21,Peanut Butter,1,1,1,0,0,0,1,0,Chase
21,Plain Cream Cheese Spread,1,0,1,0,0,0,1,0,Chase
21,Strawberry Cream Cheese,1,0,1,0,0,0,1,0,Chase
21,Chives and Onion Cream Cheese,1,0,1,1,0,0,1,0,Chase
21,Plain Bagel,1,0,1,0,0,0,0,0,Chase
21,Everything Bagel,1,0,1,0,0,0,0,0,Chase
21,Blueberry Bagel,1,0,1,0,0,0,0,0,Chase
21,Cheese Bagel,1,0,1,0,0,0,0,0,Chase
21,Multigrain Bagel,1,1,1,0,0,0,0,0,Chase
21,Rye Bread Slice,1,1,1,0,0,0,0,0,Chase
21,Multigrain Bread,1,0,1,0,0,0,0,0,Chase
21,Wheat Bread Slice,1,1,1,1,0,0,0,0,Chase
21,Kaiser Roll,1,0,1,0,0,0,0,0,Chase
21,Hoagie Roll,1,0,1,0,0,0,0,0,Chase
21,100% Cranberry Juice,1,1,1,0,0,0,1,0,Chase
21,Seasonal Hot Cocoa,1,0,1,0,0,0,1,0,Chase
21,Seasonal Apple Cider,1,1,1,0,1,0,1,0,Chase
21,Maola Whole Milk,1,0,1,0,0,0,1,0,Chase
21,Maola 2% Reduced Fat Milk,1,0,1,0,0,0,1,0,Chase
21,Maola Skim Milk,1,0,1,0,0,0,1,0,Chase
21,Maola 1% Chocolate Milk,1,0,1,0,0,0,1,0,Chase
21,100% Apple Juice,1,1,1,0,0,0,1,0,Chase
21,100% Orange Juice,1,1,1,1,0,0,1,0,Chase
21,Strawberry Kiwi Juice,1,1,1,0,0,0,1,0,Chase
21,Larry's Coffee,1,1,1,1,1,1,1,0,Chase
21,Larry's Decaf Coffee,1,1,1,1,1,1,1,0,Chase
21,Southern Unsweet Tea,1,1,1,0,0,0,0,0,Chase
21,Southern Sweet Tea,1,1,1,0,0,0,0,0,Chase
21,Chocolate Soymilk,1,1,1,1,0,0,1,0,Chase
21,Vanilla Soymilk,1,1,1,1,0,0,1,0,Chase
21,Dr. Pepper,1,1,1,0,0,0,1,0,Chase
21,Diet Dr. Pepper,1,1,1,0,0,0,1,0,Chase
21,Root Beer,1,1,1,0,0,0,1,0,Chase
21,Sunkist Orange,1,1,1,0,0,0,1,0,Chase
21,Sierra Mist,1,1,1,0,0,0,1,0,Chase
21,Tropicana Lemonade,1,1,1,0,0,0,1,0,Chase
21,Tropicana Fruit Punch,1,1,1,0,0,0,1,0,Chase
21,Mountain Dew,1,1,1,0,0,0,1,0,Chase
21,Diet Mountain Dew,1,1,1,0,0,0,1,0,Chase
21,SoBe Lifewater Pomegranate,1,1,1,0,0,0,0,0,Chase
21,Brisk Green Tea Peach,1,1,1,0,0,0,0,0,Chase
21,Cheerwine,1,1,1,0,0,0,1,0,Chase
21,Diet Pepsi,1,1,1,0,0,0,1,0,Chase
21,Pepsi,1,1,1,0,0,0,1,0,Chase
21,Gatorade Fruit Punch,1,1,1,0,0,0,1,0,Chase
21,Gatorade Orange,1,1,1,0,0,0,0,0,Chase
21,Waffle Bar,2,0,1,0,0,0,0,0,Chase
21,Assorted Cookies,2,0,1,0,0,0,0,0,Chase
21,Rice Krispie Treats,2,0,0,0,0,0,0,0,Chase
21,Fudge Brownie,2,0,1,0,0,0,0,0,Chase
21,Chocolate Soft Serve Ice Cream,2,0,1,0,0,0,1,0,Chase
21,Vanilla Soft Serve Ice Cream,2,0,1,0,0,0,1,0,Chase
21,Classic Pepperoni Pizza,2,0,0,0,0,0,0,0,Chase
21,Classic Cheese Pizza,2,0,1,0,0,0,0,0,Chase
21,Cheese Bread ,2,0,1,0,0,0,0,0,Chase
21,Turkey Chili ,2,0,0,1,0,0,1,0,Chase
21,White Bean and Pepper Stew,2,1,1,0,0,0,1,0,Chase
21,White Bread ,2,1,1,0,0,0,0,0,Chase
21,Udi's Multigrain Bread,2,0,1,0,0,0,1,0,Chase
21,Udi's White Bread,2,0,1,0,0,0,1,0,Chase
21,Multigrain Bread,2,1,1,1,0,0,0,0,Chase
21,Wheat Bread Slice,2,1,1,1,0,0,0,0,Chase
21,Sourdough ,2,0,1,0,0,0,0,0,Chase
21,Hoagie Roll,2,0,1,0,0,0,0,0,Chase
21,12' Assorted Wraps,2,1,1,0,0,0,0,0,Chase
21,Vegan American Sliced Cheese,2,1,1,0,0,0,1,0,Chase
21,Sliced Ham,2,0,0,0,0,0,1,0,Chase
21,Sliced Roast Beef,2,0,0,0,0,0,1,0,Chase
21,Sliced Turkey,2,0,0,1,0,0,1,0,Chase
21,Sliced Salami,2,0,0,0,0,0,1,0,Chase
21,Chunky Chicken Salad,2,0,0,0,0,0,1,0,Chase
21,Tuna Salad,2,0,0,0,0,0,1,0,Chase
21,Grilled Chicken Breast,2,0,0,0,0,0,1,0,Chase
21,Sliced Red Onion,2,1,1,1,0,0,1,0,Chase
21,Heirloom Tomatoes,2,1,1,1,0,0,1,0,Chase
21,Sliced Yellow American Cheese,2,0,1,0,0,0,1,0,Chase
21,Sliced Pepper Jack Cheese,2,0,1,0,0,0,1,0,Chase
21,Swiss Cheese,2,0,1,0,0,0,1,0,Chase
21,Sliced Cheddar Cheese,2,0,1,0,0,0,1,0,Chase
21,Black Olives,2,1,1,1,0,0,1,0,Chase
21,Lettuce,2,1,1,1,1,0,1,0,Chase
21,Sliced Dill Pickles ,2,1,1,1,0,0,1,0,Chase
21,Banana Peppers,2,1,1,1,0,0,1,0,Chase
21,Jalapeno Peppers,2,1,1,1,0,0,1,0,Chase
21,Honey Chipotle Sauce,2,0,1,0,0,0,1,0,Chase
21,Sriracha Mayonnaise,2,0,1,0,0,0,1,0,Chase
21,Chipotle Mayonnaise,2,0,1,0,0,0,1,0,Chase
21,Mayonnaise,2,0,1,0,0,0,1,0,Chase
21,Yellow Mustard,2,1,1,1,0,0,1,0,Chase
21,Spicy Brown Mustard,2,1,1,1,0,0,1,0,Chase
21,Oil and Vinegar,2,1,1,1,0,0,1,0,Chase
