,date,itemName,mealTime,vegan,vegetarian,smartChoice,local,organic,madeWithoutGluten,halal
89,2023-02-11,Larry's Decaf Coffee,0,1,1,1,1,1,1,0
90,2023-02-11,Southern Unsweet Tea,0,1,1,0,0,0,0,0
91,2023-02-11,Southern Sweet Tea,0,1,1,0,0,0,0,0
92,2023-02-11,Chocolate Soymilk,0,1,1,1,0,0,1,0
93,2023-02-11,Vanilla Soymilk,0,1,1,1,0,0,1,0
94,2023-02-11,Dr. Pepper,0,1,1,0,0,0,1,0
95,2023-02-11,Diet Dr. Pepper,0,1,1,0,0,0,1,0
96,2023-02-11,Root Beer,0,1,1,0,0,0,1,0
97,2023-02-11,Sunkist Orange,0,1,1,0,0,0,1,0
98,2023-02-11,Sierra Mist,0,1,1,0,0,0,1,0
99,2023-02-11,Tropicana Lemonade,0,1,1,0,0,0,1,0
100,2023-02-11,Tropicana Fruit Punch,0,1,1,0,0,0,1,0
101,2023-02-11,Mountain Dew,0,1,1,0,0,0,1,0
102,2023-02-11,Diet Mountain Dew,0,1,1,0,0,0,1,0
103,2023-02-11,SoBe Lifewater Pomegranate,0,1,1,0,0,0,0,0
104,2023-02-11,Brisk Green Tea Peach,0,1,1,0,0,0,0,0
105,2023-02-11,Cheerwine,0,1,1,0,0,0,1,0
106,2023-02-11,Diet Pepsi,0,1,1,0,0,0,1,0
107,2023-02-11,Pepsi,0,1,1,0,0,0,1,0
108,2023-02-11,Gatorade Fruit Punch,0,1,1,0,0,0,1,0
109,2023-02-11,Gatorade Orange,0,1,1,0,0,0,0,0
110,2023-02-11,Waffle Bar,1,0,1,0,0,0,0,0
111,2023-02-11,Vegan Coffee Cake,1,1,1,0,0,0,0,0
112,2023-02-11,Honey Nut Loaf,1,0,1,0,0,0,1,0
113,2023-02-11,Croissant,1,0,1,0,0,0,0,0
114,2023-02-11,Assorted Danishes ,1,0,1,0,0,0,0,0
115,2023-02-11,Apricot Quick Bread,1,0,1,0,0,0,0,0
116,2023-02-11,Assorted Donuts,1,0,1,0,0,0,0,0
117,2023-02-11,Blueberry Muffin,1,0,1,0,0,0,0,0
118,2023-02-11,Vanilla Soft Serve Ice Cream,1,0,1,0,0,0,1,0
119,2023-02-11,Chocolate Soft Serve Ice Cream,1,0,1,0,0,0,1,0
120,2023-02-11,Herbed Grilled Pork Chop,1,0,0,1,0,0,1,0
121,2023-02-11,Potato Hash,1,1,1,1,0,0,1,0
122,2023-02-11,Steamed Whole Green Beans,1,1,1,1,0,0,1,0
123,2023-02-11,Roasted Apples,1,1,1,0,0,0,1,0
124,2023-02-11,Scrambled Eggs,1,0,1,1,0,0,1,0
125,2023-02-11,Pork Sausage Gravy,1,0,0,0,0,0,1,0
126,2023-02-11,Bacon,1,0,0,0,0,0,1,0
127,2023-02-11,Sausage Links,1,0,0,0,0,0,1,0
128,2023-02-11,Breakfast Potatoes,1,1,1,0,0,0,1,0
129,2023-02-11,Grits,1,1,1,1,0,0,1,0
130,2023-02-11,Biscuits,1,0,1,0,0,0,0,0
131,2023-02-11,Buttermilk Pancakes,1,0,1,0,0,0,0,0
132,2023-02-11,Pancake Syrup ,1,1,1,0,0,0,1,0
133,2023-02-11,Oatmeal,1,1,1,1,0,0,0,0
134,2023-02-11,Chorizo Breakfast Bowl,1,0,0,0,0,0,1,0
135,2023-02-11,Vegetarian Chorizo Breakfast Bowl,1,0,1,0,0,0,1,0
136,2023-02-11,Maple Soy Glazed Crispy Tofu,1,1,1,0,0,0,0,0
137,2023-02-11,Steamed Broccoli ,1,1,1,1,0,0,1,0
138,2023-02-11,Basmati Rice,1,1,1,1,0,0,1,0
139,2023-02-11,Vegan Mango Pancakes,1,1,1,0,0,0,0,0
140,2023-02-11,Basmati Rice,1,1,1,1,0,0,1,0
141,2023-02-11,JUST Egg Scramble,1,1,1,1,0,0,1,0
142,2023-02-11,Spicy Shrimp & Cheddar Grits,1,0,0,0,1,0,0,0
143,2023-02-11,Vegan Cheese Pizza,1,1,1,0,0,0,0,0
144,2023-02-11,Classic Pepperoni Pizza,1,0,0,0,0,0,0,0
145,2023-02-11,Cheese Bread ,1,0,1,0,0,0,0,0
146,2023-02-11,Classic Cheese Pizza,1,0,1,0,0,0,0,0
147,2023-02-11,White Chicken Chili,1,0,0,0,0,0,1,0
148,2023-02-11,Tuscan Minestrone Soup,1,1,1,1,0,0,0,0
149,2023-02-11,White Bread ,1,1,1,0,0,0,0,0
150,2023-02-11,Udi's Multigrain Bread,1,0,1,0,0,0,1,0
151,2023-02-11,Udi's White Bread,1,0,1,0,0,0,1,0
152,2023-02-11,Multigrain Bread,1,1,1,1,0,0,0,0
153,2023-02-11,Wheat Bread Slice,1,1,1,1,0,0,0,0
154,2023-02-11,Sourdough ,1,0,1,0,0,0,0,0
155,2023-02-11,Hoagie Roll,1,0,1,0,0,0,0,0
156,2023-02-11,12' Assorted Wraps,1,1,1,0,0,0,0,0
157,2023-02-11,Vegan American Sliced Cheese,1,1,1,0,0,0,1,0
158,2023-02-11,Sliced Ham,1,0,0,0,0,0,1,0
159,2023-02-11,Sliced Roast Beef,1,0,0,0,0,0,1,0
160,2023-02-11,Sliced Turkey,1,0,0,1,0,0,1,0
161,2023-02-11,Sliced Salami,1,0,0,0,0,0,1,0
162,2023-02-11,Chunky Chicken Salad,1,0,0,0,0,0,1,0
163,2023-02-11,Tuna Salad,1,0,0,0,0,0,1,0
164,2023-02-11,Grilled Chicken Breast,1,0,0,0,0,0,1,0
165,2023-02-11,Sliced Red Onion,1,1,1,1,0,0,1,0
166,2023-02-11,Heirloom Tomatoes,1,1,1,1,0,0,1,0
167,2023-02-11,Sliced Yellow American Cheese,1,0,1,0,0,0,1,0
168,2023-02-11,Sliced Pepper Jack Cheese,1,0,1,0,0,0,1,0
169,2023-02-11,Swiss Cheese,1,0,1,0,0,0,1,0
170,2023-02-11,Sliced Cheddar Cheese,1,0,1,0,0,0,1,0
171,2023-02-11,Black Olives,1,1,1,1,0,0,1,0
172,2023-02-11,Lettuce,1,1,1,1,1,0,1,0
173,2023-02-11,Sliced Dill Pickles ,1,1,1,1,0,0,1,0
174,2023-02-11,Banana Peppers,1,1,1,1,0,0,1,0
175,2023-02-11,Jalapeno Peppers,1,1,1,1,0,0,1,0
176,2023-02-11,Honey Chipotle Sauce,1,0,1,0,0,0,1,0
177,2023-02-11,Sriracha Mayonnaise,1,0,1,0,0,0,1,0
178,2023-02-11,Chipotle Mayonnaise,1,0,1,0,0,0,1,0
179,2023-02-11,Mayonnaise,1,0,1,0,0,0,1,0
180,2023-02-11,Yellow Mustard,1,1,1,1,0,0,1,0
181,2023-02-11,Spicy Brown Mustard,1,1,1,1,0,0,1,0
182,2023-02-11,Oil and Vinegar,1,1,1,1,0,0,1,0
183,2023-02-11,Nut-Free Pesto Sauce,1,0,1,0,0,0,1,0
184,2023-02-11,Strawberries,1,1,1,1,0,0,1,0
185,2023-02-11,Lite Italian Dressing,1,1,1,0,0,0,1,0
186,2023-02-11,Thousand Island Dressing,1,0,1,0,0,0,1,0
187,2023-02-11,Kidney Beans,1,1,1,1,0,0,1,0
188,2023-02-11,Low Fat Cottage Cheese,1,0,1,1,0,0,1,0
189,2023-02-11,Diced Chicken,1,0,0,1,0,0,0,0
190,2023-02-11,Vanilla Yogurt,1,0,1,1,0,0,1,0
191,2023-02-11,Oil and Vinegar,1,1,1,1,0,0,1,0
192,2023-02-11,Strawberry Yogurt,1,0,1,1,0,0,1,0
193,2023-02-11,Applesauce,1,1,1,1,0,0,1,0
194,2023-02-11,Kiwi,1,1,1,1,0,0,1,0
195,2023-02-11,Blueberries,1,1,1,1,0,0,1,0
196,2023-02-11,Strawberries,1,1,1,1,0,0,1,0
197,2023-02-11,Grapes,1,1,1,1,0,0,1,0
198,2023-02-11,Pineapple,1,1,1,1,0,0,1,0
199,2023-02-11,Honey Dew,1,1,1,1,0,0,1,0
200,2023-02-11,Cantaloupe,1,1,1,1,0,0,1,0
201,2023-02-11,Raisins,1,1,1,1,0,0,1,0
202,2023-02-11,Hummus,1,1,1,1,0,0,1,0
203,2023-02-11,Feta Cheese,1,0,1,0,0,0,1,0
204,2023-02-11,Cheddar Cheese,1,0,1,0,0,0,1,0
205,2023-02-11,Diced Tofu,1,1,1,1,1,0,1,0
206,2023-02-11,Quinoa,1,1,1,1,0,0,1,0
207,2023-02-11,Black Beans,1,1,1,1,0,0,1,0
208,2023-02-11,Garbanzo Beans,1,1,1,1,0,0,1,0
209,2023-02-11,Hard Boiled Eggs,1,0,1,0,0,0,0,0
210,2023-02-11,Bacon Bits,1,0,0,0,0,0,1,0
211,2023-02-11,Green Peppers,1,1,1,1,0,0,1,0
212,2023-02-11,Beets,1,1,1,1,0,0,1,0
213,2023-02-11,Sliced Red Onion,1,1,1,1,0,0,1,0
214,2023-02-11,Shredded Carrots,1,1,1,1,0,0,1,0
215,2023-02-11,Sliced Cucumber,1,1,1,1,0,0,1,0
216,2023-02-11,Grape Tomatoes,1,1,1,1,0,0,1,0
217,2023-02-11,Black Olives,1,1,1,1,0,0,1,0
218,2023-02-11,Spring Salad Mix,1,1,1,1,1,0,1,0
219,2023-02-11,Baby Spinach,1,1,1,1,0,0,1,0
220,2023-02-11,Iceberg Lettuce,1,1,1,1,0,0,1,0
221,2023-02-11,Croutons,1,0,1,0,0,0,0,0
222,2023-02-11,Sunflower Seeds,1,1,1,1,0,0,1,0
223,2023-02-11,Craisins,1,1,1,1,0,0,1,0
224,2023-02-11,Ranch Dressing,1,0,1,0,0,0,1,0
225,2023-02-11,Fat-Free Italian Dressing,1,1,1,0,0,0,1,0
226,2023-02-11,Fat-Free French Dressing,1,1,1,0,0,0,1,0
227,2023-02-11,Balsamic Vinaigrette,1,1,1,0,0,0,1,0
228,2023-02-11,Honey Mustard Dressing,1,0,1,0,0,0,1,0
229,2023-02-11,Blue Cheese Dressing,1,0,1,0,0,0,1,0
230,2023-02-11,Caesar Dressing,1,0,0,0,0,0,1,0
231,2023-02-11,Schar Ciabatta Roll,1,1,1,0,0,0,1,0
232,2023-02-11,JP's Brownie,1,1,1,0,0,0,1,0
233,2023-02-11,JP's GF Hawaiian Rolls,1,0,1,0,0,0,1,0
234,2023-02-11,JP's GF Vegan Chocolate Cupcake,1,1,1,0,0,0,1,0
235,2023-02-11,JP's Gluten-Free Blueberry Muffins,1,0,0,0,0,0,1,0
236,2023-02-11,JP's Key Lime Cheesecake Bar,1,0,1,0,0,0,1,0
237,2023-02-11,Katz Powdered Donut Holes,1,0,1,0,0,0,1,0
238,2023-02-11,Katz Cinnamon Donut Hole,1,0,1,0,0,0,1,0
239,2023-02-11,Katz Glazed Donut Holes,1,0,1,0,0,0,1,0
240,2023-02-11,Katz Oatmeal Creme Pie,1,0,1,0,0,0,1,0
241,2023-02-11,Kinnikinnick Birthday Cream Sandwich Cookie,1,1,1,0,0,0,1,0
242,2023-02-11,Kinnikinnick Mint Magic Sandwich Creme Cookies,1,1,1,0,0,0,1,0
243,2023-02-11,Kinnikinnick Cinnabun Fun Sandwich Creme Cookies,1,1,1,0,0,0,1,0
244,2023-02-11,Kinnikinnick Chocolate Sandwich Creme Cookies,1,1,1,0,0,0,1,0
245,2023-02-11,Kinnikinnick Cinnamon Sugar Donuts,1,0,1,0,0,0,1,0
246,2023-02-11,Kinnikinnick Vanilla Glazed Donuts,1,0,1,0,0,0,1,0
247,2023-02-11,O'Doughs Original Bagel,1,1,1,0,0,0,1,0
248,2023-02-11,O'doughs Everything Bagel,1,1,1,0,0,0,1,0
249,2023-02-11,O'Doughs Pumpernickel Bagel,1,1,1,0,0,0,1,0
250,2023-02-11,O'Doughs Original Sandwich Slices,1,1,1,0,0,0,1,0
251,2023-02-11,O'Doughs Multigrain Sandwich Slices,1,1,1,0,0,0,1,0
252,2023-02-11,Apple Jacks,1,0,1,0,0,0,0,0
253,2023-02-11,Cinnamon Toast Crunch,1,0,1,0,0,0,0,0
254,2023-02-11,Frosted Flakes,1,0,1,0,0,0,0,0
255,2023-02-11,Cocoa Puffs,1,0,1,0,0,0,0,0
256,2023-02-11,Lucky Charms,1,0,0,0,0,0,0,0
257,2023-02-11,Krave Chocolate Cereal,1,0,1,0,0,0,0,0
258,2023-02-11,Cheerios,1,0,1,1,0,0,1,0
259,2023-02-11,Raisin Bran,1,0,1,0,0,0,0,0
260,2023-02-11,Froot Loops,1,0,1,0,0,0,0,0
261,2023-02-11,Oats and Honey Granola,1,0,1,0,0,0,0,0
262,2023-02-11,Ranch,1,0,1,0,0,0,1,0
263,2023-02-11,Ketchup,1,1,1,0,0,0,1,0
264,2023-02-11,BBQ Sauce,1,1,1,0,0,0,1,0
265,2023-02-11,Sriracha Sauce,1,1,1,0,0,0,1,0
266,2023-02-11,Texas Pete Hot Sauce,1,1,1,1,0,0,1,0
267,2023-02-11,Mayonnaise,1,0,1,0,0,0,1,0
268,2023-02-11,Yellow Mustard,1,1,1,1,0,0,1,0
269,2023-02-11,Vegetable Cream Cheese,1,0,1,0,0,0,1,0
270,2023-02-11,Margarine,1,1,1,0,0,0,1,0
271,2023-02-11,Oil and Vinegar,1,1,1,1,0,0,1,0
272,2023-02-11,Tabasco Hot Sauce,1,1,1,1,0,0,1,0
273,2023-02-11,Grape Jelly,1,1,1,0,0,0,1,0
274,2023-02-11,Strawberry Jelly,1,1,1,0,0,0,1,0
275,2023-02-11,Peanut Butter,1,1,1,0,0,0,1,0
276,2023-02-11,Plain Cream Cheese Spread,1,0,1,0,0,0,1,0
277,2023-02-11,Strawberry Cream Cheese,1,0,1,0,0,0,1,0
278,2023-02-11,Chives and Onion Cream Cheese,1,0,1,1,0,0,1,0
279,2023-02-11,Plain Bagel,1,0,1,0,0,0,0,0
280,2023-02-11,Everything Bagel,1,0,1,0,0,0,0,0
281,2023-02-11,Blueberry Bagel,1,0,1,0,0,0,0,0
282,2023-02-11,Cheese Bagel,1,0,1,0,0,0,0,0
283,2023-02-11,Multigrain Bagel,1,1,1,0,0,0,0,0
284,2023-02-11,Rye Bread Slice,1,1,1,0,0,0,0,0
285,2023-02-11,Multigrain Bread,1,0,1,0,0,0,0,0
286,2023-02-11,Wheat Bread Slice,1,1,1,1,0,0,0,0
287,2023-02-11,Kaiser Roll,1,0,1,0,0,0,0,0
288,2023-02-11,Hoagie Roll,1,0,1,0,0,0,0,0
289,2023-02-11,100% Cranberry Juice,1,1,1,0,0,0,1,0
290,2023-02-11,Seasonal Hot Cocoa,1,0,1,0,0,0,1,0
291,2023-02-11,Seasonal Apple Cider,1,1,1,0,1,0,1,0
292,2023-02-11,Maola Whole Milk,1,0,1,0,0,0,1,0
293,2023-02-11,Maola 2% Reduced Fat Milk,1,0,1,0,0,0,1,0
294,2023-02-11,Maola Skim Milk,1,0,1,0,0,0,1,0
295,2023-02-11,Maola 1% Chocolate Milk,1,0,1,0,0,0,1,0
296,2023-02-11,100% Apple Juice,1,1,1,0,0,0,1,0
297,2023-02-11,100% Orange Juice,1,1,1,1,0,0,1,0
298,2023-02-11,Strawberry Kiwi Juice,1,1,1,0,0,0,1,0
299,2023-02-11,Larry's Coffee,1,1,1,1,1,1,1,0
300,2023-02-11,Larry's Decaf Coffee,1,1,1,1,1,1,1,0
301,2023-02-11,Southern Unsweet Tea,1,1,1,0,0,0,0,0
302,2023-02-11,Southern Sweet Tea,1,1,1,0,0,0,0,0
303,2023-02-11,Chocolate Soymilk,1,1,1,1,0,0,1,0
304,2023-02-11,Vanilla Soymilk,1,1,1,1,0,0,1,0
305,2023-02-11,Dr. Pepper,1,1,1,0,0,0,1,0
306,2023-02-11,Diet Dr. Pepper,1,1,1,0,0,0,1,0
307,2023-02-11,Root Beer,1,1,1,0,0,0,1,0
308,2023-02-11,Sunkist Orange,1,1,1,0,0,0,1,0
309,2023-02-11,Sierra Mist,1,1,1,0,0,0,1,0
310,2023-02-11,Tropicana Lemonade,1,1,1,0,0,0,1,0
311,2023-02-11,Tropicana Fruit Punch,1,1,1,0,0,0,1,0
312,2023-02-11,Mountain Dew,1,1,1,0,0,0,1,0
313,2023-02-11,Diet Mountain Dew,1,1,1,0,0,0,1,0
314,2023-02-11,SoBe Lifewater Pomegranate,1,1,1,0,0,0,0,0
315,2023-02-11,Brisk Green Tea Peach,1,1,1,0,0,0,0,0
316,2023-02-11,Cheerwine,1,1,1,0,0,0,1,0
317,2023-02-11,Diet Pepsi,1,1,1,0,0,0,1,0
318,2023-02-11,Pepsi,1,1,1,0,0,0,1,0
319,2023-02-11,Gatorade Fruit Punch,1,1,1,0,0,0,1,0
320,2023-02-11,Gatorade Orange,1,1,1,0,0,0,0,0
321,2023-02-11,Waffle Bar,2,0,1,0,0,0,0,0
322,2023-02-11,Assorted Cookies,2,0,1,0,0,0,0,0
323,2023-02-11,Rice Krispie Treats,2,0,0,0,0,0,0,0
324,2023-02-11,Fudge Brownie,2,0,1,0,0,0,0,0
325,2023-02-11,Chocolate Soft Serve Ice Cream,2,0,1,0,0,0,1,0
326,2023-02-11,Vanilla Soft Serve Ice Cream,2,0,1,0,0,0,1,0
327,2023-02-11,Classic Cheese Pizza,2,0,1,0,0,0,0,0
328,2023-02-11,Classic Pepperoni Pizza,2,0,0,0,0,0,0,0
329,2023-02-11,Cheese Bread ,2,0,1,0,0,0,0,0
330,2023-02-11,White Chicken Chili,2,0,0,0,0,0,1,0
331,2023-02-11,Tuscan Minestrone Soup,2,1,1,1,0,0,0,0
332,2023-02-11,White Bread ,2,1,1,0,0,0,0,0
333,2023-02-11,Udi's Multigrain Bread,2,0,1,0,0,0,1,0
334,2023-02-11,Udi's White Bread,2,0,1,0,0,0,1,0
335,2023-02-11,Multigrain Bread,2,1,1,1,0,0,0,0
336,2023-02-11,Wheat Bread Slice,2,1,1,1,0,0,0,0
337,2023-02-11,Sourdough ,2,0,1,0,0,0,0,0
338,2023-02-11,Hoagie Roll,2,0,1,0,0,0,0,0
339,2023-02-11,12' Assorted Wraps,2,1,1,0,0,0,0,0
340,2023-02-11,Vegan American Sliced Cheese,2,1,1,0,0,0,1,0
341,2023-02-11,Sliced Ham,2,0,0,0,0,0,1,0
342,2023-02-11,Sliced Roast Beef,2,0,0,0,0,0,1,0
343,2023-02-11,Sliced Turkey,2,0,0,1,0,0,1,0
344,2023-02-11,Sliced Salami,2,0,0,0,0,0,1,0
345,2023-02-11,Chunky Chicken Salad,2,0,0,0,0,0,1,0
346,2023-02-11,Tuna Salad,2,0,0,0,0,0,1,0
347,2023-02-11,Grilled Chicken Breast,2,0,0,0,0,0,1,0
348,2023-02-11,Sliced Red Onion,2,1,1,1,0,0,1,0
349,2023-02-11,Heirloom Tomatoes,2,1,1,1,0,0,1,0
350,2023-02-11,Sliced Yellow American Cheese,2,0,1,0,0,0,1,0
351,2023-02-11,Sliced Pepper Jack Cheese,2,0,1,0,0,0,1,0
352,2023-02-11,Swiss Cheese,2,0,1,0,0,0,1,0
353,2023-02-11,Sliced Cheddar Cheese,2,0,1,0,0,0,1,0
354,2023-02-11,Black Olives,2,1,1,1,0,0,1,0
355,2023-02-11,Lettuce,2,1,1,1,1,0,1,0
356,2023-02-11,Sliced Dill Pickles ,2,1,1,1,0,0,1,0
357,2023-02-11,Banana Peppers,2,1,1,1,0,0,1,0
358,2023-02-11,Jalapeno Peppers,2,1,1,1,0,0,1,0
359,2023-02-11,Honey Chipotle Sauce,2,0,1,0,0,0,1,0
360,2023-02-11,Sriracha Mayonnaise,2,0,1,0,0,0,1,0
361,2023-02-11,Chipotle Mayonnaise,2,0,1,0,0,0,1,0
362,2023-02-11,Mayonnaise,2,0,1,0,0,0,1,0
363,2023-02-11,Yellow Mustard,2,1,1,1,0,0,1,0
364,2023-02-11,Spicy Brown Mustard,2,1,1,1,0,0,1,0
365,2023-02-11,Oil and Vinegar,2,1,1,1,0,0,1,0
366,2023-02-11,Nut-Free Pesto Sauce,2,0,1,0,0,0,1,0
367,2023-02-11,Strawberries,2,1,1,1,0,0,1,0
368,2023-02-11,Lite Italian Dressing,2,1,1,0,0,0,1,0
369,2023-02-11,Thousand Island Dressing,2,0,1,0,0,0,1,0
370,2023-02-11,Kidney Beans,2,1,1,1,0,0,1,0
371,2023-02-11,Low Fat Cottage Cheese,2,0,1,1,0,0,1,0
372,2023-02-11,Diced Chicken,2,0,0,1,0,0,0,0
373,2023-02-11,Vanilla Yogurt,2,0,1,1,0,0,1,0
374,2023-02-11,Oil and Vinegar,2,1,1,1,0,0,1,0
375,2023-02-11,Strawberry Yogurt,2,0,1,1,0,0,1,0
376,2023-02-11,Applesauce,2,1,1,1,0,0,1,0
377,2023-02-11,Kiwi,2,1,1,1,0,0,1,0
378,2023-02-11,Blueberries,2,1,1,1,0,0,1,0
379,2023-02-11,Strawberries,2,1,1,1,0,0,1,0
380,2023-02-11,Grapes,2,1,1,1,0,0,1,0
381,2023-02-11,Pineapple,2,1,1,1,0,0,1,0
382,2023-02-11,Honey Dew,2,1,1,1,0,0,1,0
383,2023-02-11,Cantaloupe,2,1,1,1,0,0,1,0
384,2023-02-11,Raisins,2,1,1,1,0,0,1,0
385,2023-02-11,Hummus,2,1,1,1,0,0,1,0
